,brand,store,sido,gungu,address,phone,chicken
68,cheogajip,망우점,서울특별시,중랑구,서울특별시 중랑구 용마산로109길 24,02-494-7878,처갓집
69,cheogajip,용강점,경상북도,경주시,경상북도 경주시 승삼3길 18-1,054-777-4262,처갓집
70,cheogajip,인천청천점,인천광역시,부평구,인천광역시 부평구 평천로 115번길 12,032-512-8882,처갓집
71,cheogajip,조암점,경기도,화성시,경기도 화성시 우정읍 조암북로 67번길 6-12,031-351-8986,처갓집
72,cheogajip,구서점,부산광역시,금정구,"부산광역시 금정구 금샘로 262, 216동 104호(구서동, 쌍용예가 2단지)",051-516-7773,처갓집
73,cheogajip,연산토곡점,부산광역시,연제구,"부산광역시 연제구 과정로 294, 1층(연산동)",051-853-1988,처갓집
74,cheogajip,야당점,경기,파주시,"경기 파주시 경의로1004번길 37 , 롯데프라자 102호",031-941-9288,처갓집
75,cheogajip,침산점,대구시,북구,대구시 북구 침산동 456-7,053-356-9909,처갓집
76,cheogajip,각산점,대구시,동구,대구시 동구 과학로2길 14,053-964-9280,처갓집
77,cheogajip,대봉점,대구시,중구,대구시 중구 달구벌대로 446길 28,053-428-5010,처갓집
78,cheogajip,국가산단점,대구시,달성군,대구시 달성군 구지면 국가산단대로 66길 29,053-615-2234,처갓집
79,cheogajip,가음점,경남,창원시,경남 창원시 성산구 대정로40번길 7,055-262-7822,처갓집
80,cheogajip,유니시티점,경남,창원시,경남 창원시 의창구 평산로211번길 18,055-255-9981,처갓집
81,cheogajip,통영1점,경남,통영시,경남 통영시 광도면 죽림2로 76-95,055-649-9233,처갓집
82,cheogajip,동천점,경남,남해군,경남 남해군 삼동면 동부대로 1235,055-867-7273,처갓집
83,cheogajip,대원점,경남,창원시,경남 창원시 성산구 창원대로 548,055-237-8999,처갓집
84,cheogajip,광석동점,경북,안동시,경북 안동시 대석2길 3,054-854-8288,처갓집
85,cheogajip,송도점,경북,포항시,경북 포항시 남구 송림로 16,054-255-9929,처갓집
86,cheogajip,문덕점,경북,포항시,경북 포항시 남구 오천읍 냉천로 302번길 43,050-4107-3502,처갓집
87,cheogajip,거문도점,전남,여수시,전남 여수시 삼산면 삼호교길 2,061-665-9282,처갓집
88,cheogajip,오성점,전남,광양시,전남 광양시 광양읍 덕례리 1728-1,061-763-9550,처갓집
89,cheogajip,나주점,전남,나주시,전남 나주시 나주천2길 72,061-332-9281,처갓집
90,cheogajip,구례점,전남,구례군,전남 구례군 구례읍 중앙로 54,061-783-9282,처갓집
91,cheogajip,중화서신점,전북,전주시,전북 전주시 완산구 효자로 329,063-286-9282,처갓집
92,cheogajip,정읍상동점,전북,정읍시,전북 정읍시 상동중앙로 2,063-536-9281,처갓집
93,cheogajip,법동점,대전,대덕구,대전 대덕구 계족로663번길 29-18,042-633-9285,처갓집
94,cheogajip,예천점,충남,서산시,충남 서산시 동서1로 174,041-667-0502,처갓집
95,cheogajip,아산중앙점,충남,아산시,충남 아산시 시민로 258번길 3-3,041-545-6454,처갓집
96,cheogajip,혁신도시점,충북,진천군,충북 진천군 덕산읍 대하로 114,043-534-8136,처갓집
97,cheogajip,영동점,충북,영동군,충북 영동군 영동읍 계산로 18,043-745-1934,처갓집
98,cheogajip,개운점,강원도,원주시,강원도 원주시 개운로 30,033-765-3368,처갓집
99,cheogajip,육사점,서울특별시,노원구,서울특별시 노원구 공릉동 공릉 사서함 77-5,02-2197-5941,처갓집
100,cheogajip,청전점,충북,제천시,"충북 제천시 내제로 25길 6-1, 1층(청전동)",043-643-0478,처갓집
101,cheogajip,사천점,강원도,강릉시,강원도 강릉시 사천면 진리해변길 165,033-646-4539,처갓집
102,cheogajip,주문진점,강원도,강릉시,강원도 강릉시 주문진읍 연주로 321,033-661-3744,처갓집
103,cheogajip,리솜점,충청북도,제천시,충청북도 제천시 백운면 금봉로 214,043-653-8833,처갓집
104,cheogajip,송림재능대점,인천광역시,동구,인천광역시 동구 새천년로 38번길 11,032-772-1157,처갓집
105,cheogajip,불로점,인천광역시,서구,인천광역시 서구 검단로 759,032-567-4579,처갓집
106,cheogajip,공업탑점,울산광역시,남구,"울산광역시 남구 수암로 12, 1층(신정동)",052-267-8592,처갓집
107,cheogajip,산북점,경기,양주시,경기 양주시 평화로 1267번길 6,031-840-6277,처갓집
108,cheogajip,안양2점,경기도,안양시,경기도 안양시 만안구 박달로 542번길 24,031-447-9292,처갓집
109,cheogajip,고덕국제점,경기도,평택시,경기도 평택시 고덕면 여염리4279-3,031-667-8972,처갓집
110,cheogajip,영통점,경기도,수원시,경기도 수원시 영통구 청명로 69,031-202-9966,처갓집
111,cheogajip,녹양점,경기,의정부시,경기 의정부시 녹양로 79,031-875-9982,처갓집
112,cheogajip,송도센트럴점,인천광역시,연수구,인천광역시 연수구 하모니로 188번길 17,032-831-8980,처갓집
113,cheogajip,은계지구점,경기도,시흥시,경기도 시흥시 은계호수로 49,031-315-5818,처갓집
114,cheogajip,다산진건1호점,경기도,남양주시,"경기도 남양주시 다산순환로  325 , 아이파크상가 108호",031-567-9282,처갓집
115,cheogajip,당왕동점,경기도,안성시,경기도 안성시 고수2로 70,070-7543-7593,처갓집
116,cheogajip,월곡역점,서울특별시,성북구,"서울특별시 성북구 화랑로5길 4, 1층(하월곡동)",02-941-9982,처갓집
117,cheogajip,이태원역점,서울특별시,용산구,서울특별시 용산구 우사단로10길 28. 1층(이태원동),02-792-8292,처갓집
118,cheogajip,남항점,부산광역시,영도구,"부산광역시 영도구 남항시장길 324, 1층 1호 (영선동2가)",051-418-5255,처갓집
119,cheogajip,내동점,경상남도,김해시,"경상남도 김해시 금관대로 1365번길 4-21, 1층 (내동)",055-335-9233,처갓집
120,cheogajip,홍대점,서울특별시,마포구,"서울특별시 마포구 와우산로 23, 지층(상수동, 규민빌딩)",02-333-9282,처갓집
121,cheogajip,문형점,경기도,광주시,경기도 광주시 오포읍 오포로 447,031-768-8640,처갓집
122,cheogajip,화봉점,울산광역시,북구,울산광역시 북구 상방로 78,052-283-1700,처갓집
123,cheogajip,송현점,경상북도,안동시,경상북도 안동시 합전2길 19,054-854-9982,처갓집
124,cheogajip,옥동점,경상북도,안동시,경상북도 안동시 복주1길 5,054-854-1377,처갓집
125,cheogajip,대도점,경상북도,포항시,경상북도 포항시 남구 상대로 142,054-277-9985,처갓집
126,cheogajip,목천점,충청남도,천안시,충청남도 천안시 동남구 목천읍 목천안터2길 10,041-555-6211,처갓집
127,cheogajip,유구점,충청남도,공주시,충청남도 공주시 유구읍 석남리 269 -3,041-841-0799,처갓집
128,cheogajip,신기점,전남,여수시,전남 여수시 신기남4길 14,061-691-8292,처갓집
129,cheogajip,케이준 덕풍점,경기도,하남시,경기도 하남시 하남대로861번길 5,031-791-7942,처갓집
130,cheogajip,해운대점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로209번길26,051-744-9004,처갓집
131,cheogajip,시청점,부산,연제구,부산 연제구 연제로 3,051-851-8292,처갓집
132,cheogajip,압량점,경상북도,경산시,경상북도 경산시 청운2로 74,053-802-9985,처갓집
133,cheogajip,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산항길 15,054-734-7377,처갓집
134,cheogajip,도청점,경상북도,예천군,경상북도 예천군 호명면 양지5길 4,054-654-2747,처갓집
135,cheogajip,다산점,경상북도,고령군,경상북도 고령군 다산면 상곡1길 16,054-955-9285,처갓집
136,cheogajip,외동점,경북,경주시,경북 경주시 외동읍 내외로 229-5,054-746-2676,처갓집
137,cheogajip,평리점,대구광역시,서구,대구광역시 서구 통학로 85-2,053-566-5222,처갓집
138,cheogajip,임당점,경상북도,경산시,경상북도 경산시 남매공원로2길35,053-802-7277,처갓집
139,cheogajip,장기점,대구시,달서구,대구시 달서구 장기동 824-3,053-292-9912,처갓집
140,cheogajip,범물1점,대구시,수성구,대구시 수성구 범물동 1369-11,053-781-3373,처갓집
141,cheogajip,가산점,경북,칠곡군,경북 칠곡군 가산면 경북대로 1588,054-971-8111,처갓집
142,cheogajip,아산원남점,충청남도,아산시,충청남도 아산시 음봉면 음봉면로251번길 48,041-544-3060,처갓집
143,cheogajip,유곡점,충남,당진시,충남 당진시 송산면 서정9길 12,041-355-8884,처갓집
144,cheogajip,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로 167,041-338-1717,처갓집
145,cheogajip,당진CGV점,충남,당진시,충남 당진시 북문로1길 41-12,041-358-3904,처갓집
146,cheogajip,탕정점,충남,아산시,충남 아산시 탕정면 탕정면로8번길 93-3,041-548-9997,처갓집
147,cheogajip,사창점,충북,청주시,충북 청주시 서원구 창직로 17-1,043-903-5443,처갓집
148,cheogajip,성화점,충북,청주시,충북 청주시 서원구 신화로 39,043-234-8989,처갓집
149,cheogajip,태안점,충남,태안군,충남 태안군 태안읍 군청7길 31,041-675-0831,처갓집
150,cheogajip,청양점,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로 2길 13,041-944-0025,처갓집
151,cheogajip,지웰점,충청북도,청주시,충청북도 청주시 흥덕구 대신로73번길 86-1,070-7622-5999,처갓집
152,cheogajip,종촌점,세종시,도움1로,세종시 도움1로 106,044-866-2332,처갓집
153,cheogajip,조치원점,세종시,조치원읍,세종시 조치원읍 행복길20,044-862-9399,처갓집
154,cheogajip,정림점,대전,서구,대전 서구 정림동 533,042-583-9945,처갓집
155,cheogajip,장항점,충남,서천군,충남 서천군 장항읍 신창서로51,041-956-6035,처갓집
156,cheogajip,자양우송대점,대전광역시,대동,대전광역시 대동 358-3,042-622-5144,처갓집
157,cheogajip,용암점,충청북도,청주시,충청북도 청주시 상당구 용암동 2325,043-288-7222,처갓집
158,cheogajip,옥산점,충북,청주시,충북 청주시 흥덕구 옥산면 옥산시내1길 49,043-266-8292,처갓집
159,cheogajip,연무대점,충남,논산시,충남 논산시 연무읍 연무로 189,041-742-0323,처갓집
160,cheogajip,안서점,충청남도,천안시,충청남도 천안시 동남구 각원사길 38,041-562-3111,처갓집
161,cheogajip,신불당점,충남,천안시,충남 천안시 서북구 불당동 1548,041-569-2992,처갓집
162,cheogajip,신방청당점,충청남도,천안시,충청남도 천안시 동남구 풍세로 810,041-571-9922,처갓집
163,cheogajip,송절테크노점,충북,청주시,충북 청주시 흥덕구 송화로184번길 7,043-268-9999,처갓집
164,cheogajip,산남점,충북,청주시,충북 청주시 서원구 산남동 498,043-298-7771,처갓집
165,cheogajip,분평점,충청북도,청주시,충청북도 청주시 분평동 249-6,043-291-9996,처갓집
166,cheogajip,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산남로 20,043-543-2202,처갓집
167,cheogajip,보람시청점,세종시,호려울로,세종시 호려울로 19,044-862-9289,처갓집
168,cheogajip,모항만리포점,충남,태안군,충남 태안군 소원면 모항파도로 113,041-672-9072,처갓집
169,cheogajip,만년점,대전,서구,대전 서구 만년남로3번길 1,042-489-9282,처갓집
170,cheogajip,둔포점,충청남도,아산시,충청남도 아산시 둔포면 아산밸리중앙로47,041-534-7776,처갓집
171,cheogajip,동대점,충청남도,보령시,충청남도 보령시 동현로 26,041-934-4073,처갓집
172,cheogajip,도담어진점,세종시,보듬4로,세종시 보듬4로 9,044-867-9287,처갓집
173,cheogajip,보령대천해수욕장점,충청남도,보령시,"충청남도 보령시 머드로 141, 2층",041- 933 - 2288,처갓집
174,cheogajip,노은사랑점,대전,유성구,대전 유성구 지족로148번길 9,042-822-9958,처갓집
175,cheogajip,내포점,충남,홍성군,충남 홍성군 홍북읍 자경로 17,041-634-2500,처갓집
176,cheogajip,내덕청대점,충북,청주시,충북 청주시 청원구 안덕벌로49번길 6,043-222-5777,처갓집
177,cheogajip,기지시점,충청남도,당진시,충청남도 당진시 송악읍 반촌로 98-4,041-352-1211,처갓집
178,cheogajip,관저사랑점,대전광역시,서구,"대전광역시 서구 관저남로25번길 8-8, 1층 102호(관저동)",042-543-0072,처갓집
179,cheogajip,가장내동점,대전광역시,서구,대전광역시 서구 괴정동 82-22,042-525-5881,처갓집
180,cheogajip,가오점,대전광역시,동구,대전광역시 동구 대전로 437,042-283-9001,처갓집
181,cheogajip,강릉교동점,강원도,강릉시,강원도 강릉시 지변동 285-21,033-642-5582,처갓집
182,cheogajip,화순점,전남,화순군,전남 화순군 화순읍 쌍충로 12-1,061-371-9282,처갓집
183,cheogajip,진월점,광주,남구,광주 남구 금당로 78,062-674-9282,처갓집
184,cheogajip,웅천점,전남,여수시,전남 여수시 웅천로 261,061-691-8599,처갓집
185,cheogajip,어양점,전북,익산시,전북 익산시 하나로10길 13,063-831-9280,처갓집
186,cheogajip,부안점,전북,부안군,전북 부안군 부안읍 오리정로172-1,063-583-8892,처갓집
187,cheogajip,가호점,경남,진주시,경남 진주시 호탄길21번길 10-2,055-762-9797,처갓집
188,cheogajip,농소점,경남,거제시,경남 거제시 장목면 거제북로 2586,055-637-9298,처갓집
189,cheogajip,함양점,경남,함양군,경남 함양군 함양읍 교산3길 3,055-962-9200,처갓집
190,cheogajip,호계점,창원시,마산회원구,창원시 마산회원구 내서읍 광려천북로 184-1,055-231-8293,처갓집
191,cheogajip,현동점,경남,창원시,경남 창원시 마산합포구 현동6길 18,055-224-4780,처갓집
192,cheogajip,초전점,경남,진주시,경남 진주시 초전북로 61번길 15-15,055-741-9280,처갓집
193,cheogajip,양덕점,경남,창원시,경남 창원시 마산회원구 양덕남7길 13,055-298-9292,처갓집
194,cheogajip,신원점,경남,거창군,경남 거창군 신원면 신차로 3062,055-944-9192,처갓집
195,cheogajip,교방점,경남,창원시,경남 창원시 마산회원구 회원남로 14,055-245-5092,처갓집
196,cheogajip,문동점,경남,거제시,경남 거제시 거제중앙로 1537,055-636-9290,처갓집
197,cheogajip,마산장군점,경남,창원시,경남 창원시 마산합포구 장군천로 42,055-224-0027,처갓집
198,cheogajip,도동점,경남,진주시,경남 진주시 도동로 240번길 10,055-762-1990,처갓집
199,cheogajip,금남점,경남,하동군,경남 하동군 금남면 섬진강대로 972,055-882-9696,처갓집
200,cheogajip,강릉중앙점,강원도,강릉시,강원도 강릉시 금성로 58,033-647-5133,처갓집
201,cheogajip,국토정중앙면점,강원,양구군,강원 양구군 국토정중앙면 삼팔선로 10,033-481-2521,처갓집
202,cheogajip,신동정원점,강원도,정선군,강원도 정선군 신동읍 예미리 766,033-378-7892,처갓집
203,cheogajip,내곡관동대점,강원도,관대길,강원도 관대길 32,033-643-1188,처갓집
204,cheogajip,봉오점,강원도,화천군,강원도 화천군 상서면 신월동로 10,033-442-6555,처갓집
205,cheogajip,목행점,충주시,행정9길,충주시 행정9길 32,043-845-7987,처갓집
206,cheogajip,입암점,강원도,강릉시,강원도 강릉시 월대산로 59,033-652-1230,처갓집
207,cheogajip,산양점,강원도,화천군,강원도 화천군 상서면  영서로 7756-1,033-442-6389,처갓집
208,cheogajip,북평점,강원,동해시,강원 동해시 오일장길 7,033-522-4999,처갓집
209,cheogajip,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕남16길 108,064-782-3383,처갓집
210,cheogajip,고덕점,서울특별시,강동구,서울특별시 강동구 아리수로74길 35-23,02-6082-3336,처갓집
211,cheogajip,사당2점,서울특별시,동작구,서울특별시 동작구 동작대로29나길 30,02-535-9992,처갓집
212,cheogajip,남창점,울산광역시,울주군,"울산광역시 울주군 온양읍 솔밭1길 23-5, 1층",052-237-8292,처갓집
213,cheogajip,남구청현대점,부산광역시,남구,부산광역시 남구 문현로 63(문현동),051-637-9992,처갓집
214,cheogajip,광안해변점,부산광역시,수영구,"부산광역시 수영구 수영로 506, 근린생활시설-2동 10호 (광안동)",051-757-6768,처갓집
215,cheogajip,명학역점,경기도,안양시,경기도 안양시 만안구 안양로 96,031-465-0211,처갓집
216,cheogajip,아주대점,경기도,수원시,경기도 수원시 팔달구 중부대로220번길 10,031-302-6897,처갓집
217,cheogajip,금촌점,경기도,파주시,경기도 파주시 황골로 15,031-945-9199,처갓집
218,cheogajip,천상점,울산광역시,울주군,"울산광역시 울주군 범서읍 천상1길 18, 104호",052-245-6645,처갓집
219,cheogajip,영주점,부산광역시,중구,부산광역시 중구 중구로 64 (대청동4가),051-466-9995,처갓집
220,cheogajip,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로 117, 가동 1층(중화동, 정광빌딩)",02-432-8999,처갓집
221,cheogajip,은평뉴타운점,서울특별시,은평구,"서울특별시 은평구 진관3로 67, 909동 1층 상가108호(진관동, 은평뉴타운 구파발)",02-383-8292,처갓집
222,cheogajip,창5점,서울특별시,도봉구,서울특별시 도봉구 마들로 555,02-996-9292,처갓집
223,cheogajip,신당점,서울특별시,중구,서울특별시 중구 퇴계로74길 21-5 1층 103호,02-2231-5460,처갓집
224,cheogajip,용곡점,충남,천안시,충남 천안시 동남구 용곡5길 39-4,041-592-9292,처갓집
225,cheogajip,정왕1호점,경기도,시흥시,경기도 시흥시 정왕대로233번안길 3-4,031-431-3336,처갓집
226,cheogajip,심곡본점,경기도,부천시,경기도 부천시 경인로 190,032-661-9985,처갓집
227,cheogajip,우정혁신점,울산광역시,중구,울산광역시 중구 평동3길32,052-212-9594,처갓집
228,cheogajip,영화점,경기,수원시,경기 수원시 장안구 수성로364번길 15,031-241-0777,처갓집
229,cheogajip,답십리점,서울특별시,동대문구,"서울특별시 동대문구 서울시립대로4길 27, 1층(전농동)",02-3390-9848,처갓집
230,cheogajip,이동석동점,경상남도,창원시,"경상남도 창원시 진해구 이동로38번길 9, 1층(이동)",055-551-9299,처갓집
231,cheogajip,송현점,인천광역시,동구,인천광역시 동구 수문통로 35,032-777-7734,처갓집
232,cheogajip,별내2호점,경기,남양주시,경기 남양주시 덕송2로6번길 12-7,031-557-7036,처갓집
233,cheogajip,금당점,전남,순천시,"전남 순천시 조례못등길 85, 1층",061-722-9282,처갓집
234,cheogajip,원주기업도시점,강원도,원주시,강원도 원주시 지정면 신지정로 300,033-744-7161,처갓집
235,cheogajip,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창신로 67,041-334-8989,처갓집
236,cheogajip,오학점,경기도,여주시,경기도 여주시 현암3길 16,031-885-9259,처갓집
237,cheogajip,내발산점,서울특별시,강서구,서울특별시 강서구 우장산로 19,02-3664-4820,처갓집
238,cheogajip,월영경대점,경상남도,창원시,경상남도 창원시 마산합포구 월영북16길 19,055-247-9292,처갓집
239,cheogajip,오창2산단점,충북,청주시,충북 청주시 청원구 오창읍 주성1길 12,043-215-7575,처갓집
240,cheogajip,망포점,경기도,수원시,경기도 수원시 영통구 영통로 153번길 6,031-205-1002,처갓집
241,cheogajip,고강점,경기도,부천시,경기도 부천시 수주로 21-1,032-682-9222,처갓집
242,cheogajip,청라2점,인천광역시,서구,인천광역시 서구 솔빛로 55,032-561-5616,처갓집
243,cheogajip,복정점,경기도,성남시,경기도 성남시 수정구 복정로 92-1,031-759-0680,처갓집
244,cheogajip,중앙역점,경기도,안산시,경기도 안산시 단원구 광덕3로 243,031-401-8999,처갓집
245,cheogajip,덕포점,부산광역시,사상구,"부산광역시 사상구 사상로342번길 40, 1층 102호 (덕포동)",051-301-5900,처갓집
246,cheogajip,마곡점,서울특별시,강서구,서울특별시 강서구 마곡중앙4로 22,02-6956-7792,처갓집
247,cheogajip,남해고현점,경상남도,남해군,경상남도 남해군 고현면 탑동로 54,055-863-0920,처갓집
248,cheogajip,창선점,경상남도,남해군,"경상남도 남해군 창선면 창선로 107-1, 2층",055-867-6000,처갓집
249,cheogajip,동금점,경상남도,사천시,경상남도 사천시 중앙로 81-1,055-835-2281,처갓집
250,cheogajip,사천점,경상남도,사천시,경상남도 사천시 사천읍 평화2길 38,055-853-9282,처갓집
251,cheogajip,감계점,경상남도,창원시,"경상남도 창원시 의창구 북면 동전로 15, 105호",055-293-7877,처갓집
252,cheogajip,양지점,경기,남양주시,경기 남양주시 오남읍 진건오남로797번길 28,031-573-9282,처갓집
253,cheogajip,신사점,서울특별시,은평구,서울특별시 은평구 신사동 40-6,02-304-7770,처갓집
254,cheogajip,중곡역점,서울특별시,광진구,"서울특별시 광진구 긴고랑로 5, 1층(중곡동)",02-3409-8292,처갓집
