Title,View Count,Published At,Tags
[재난주의] 일본대지진 발생의 순간 영상모음 2011년 3월 11일 Earthquake Japan,1776347,2018-03-15T11:38:54Z,"['일본지진', '지진', '일본', '재난', '재해', '매그니튜드', '후쿠시마', '원전', '폭발', '쓰나미', '일본반응', '반응', '3.11', '후쿠시마지진', '센다이', '공항', '이와테', '이바라기', '미야기', '속보', '원자력', '대폭발', '순간', '동일본', '대지진', '세슘', '동일본대지진', '관동지진', '도쿄']"
"나혼자산다 이시언 혼자 후쿠오카 여행가서 맛집부터 관광지, 쇼핑까지 다 뿌수고 옴",659014,2018-03-30T03:00:13Z,"['여행지', '알짜여행', '여행일정', '딩고', '드라마', 'dingo', 'drama', '트래블', 'travel', '이시언', '일본', '후쿠오카', '나혼자산다', '여행']"
일본사람이 한국여행을 안가는 결정적인 이유,533028,2018-03-22T12:14:18Z,"['일본사람', '한국여행']"
돈키호테 밥도둑템들로 만든 혼밥 레시피 9가지! (feat. 일본 여행 필수 정보),492157,2018-03-18T09:00:05Z,"['여행에미치다', '일본여행', '일본돈키호테쇼핑', '돈키호테쇼핑', '일본기념품', '일본여행기념품', '일본돈키호테쇼핑리스트', '일본쇼핑리스트', '혼밥레시피', '타마고간장', '야마야명란마요', '후리가케', '와사비마요', '버터간장']"
일본 유니버셜 스튜디오에 다녀오다 !!  (Universal Studio Japan) #1편 :: 밍모 여행기,308491,2018-03-07T06:30:01Z,"['여행', '밍모', '밍모 여행', '일본', '일본 유니버셜 스튜디오', '유니버셜스튜디오', '유니버셜', '일본 유니버셜', '밍모 일본', '밍모 일본 유니버셜 스튜디오', '밍모 여행기']"
왜 한국에는 까마귀가 없을까요? / 한국여행 와본 일본 사람들의 질문,740912,2018-04-25T10:03:39Z,"['동물', '까마귀', '까치', '한국', '일본', '일본사람', '미스테리', '한국여행', '미스터리A']"
"일본 여행가서 사온 것들 , 일본 쇼핑 하울ㅣ 가랏 혜수몬 💜",178719,2018-04-23T11:00:01Z,"['조혜수', '혜수몬', '재미', '코미디', '개그', '유머', '공감', '일상', '뷰티', '메이크업', '하울', '패션', 'vlog', '일본', '일본쇼핑', '일본하울', '도쿄', '오사카', '후쿠오카', '후쿠오카여행', '일본 드럭스토어', '드럭스토어', '먹거리', '먹방']"
일본여행 솔플 3박4일 동안 먹고 마신 것들,141777,2018-04-09T10:00:06Z,"['회사원B', '회사원', '일상', 'vlog']"
🇯🇵 [오키나와] 수리성 / 블루씰아이스크림 / 바다뷰카페 / 가족여행 / 일본여행 브이로그,108909,2018-04-24T10:30:00Z,"['원지의하루', 'Vlog', '브이로그', '여행', '일상VLOG', '여행VLOG', '세계여행', '여행 브이로그', '일상 브이로그', '일본 브이로그', '일본 오키나와', '일본여행', '일본 여행', '오키나와 여행', '오키나와 가족여행', '오키나와2박3일', '일본 2박3일', '일본 가족여행', '여행유튜버', '여행 크리에이터', '여행에미치다', '일본', 'japan okinawa', '주말여행', '가족여행', '여행영상', '여행동영상']"
"🇯🇵일본 돈키호테 하울💸⎮ 화장품, 먹을것, 꿀템 다 털어보자",96521,2018-04-29T00:15:01Z,"['원지의하루', 'Vlog', '브이로그', '여행', '일상VLOG', '여행VLOG', '세계여행', '일본여행', '일본 돈키호테', '일본 돈키호테 하울', '돈키호테 쇼핑', '일본 돈키호테 쇼핑', '돈키호테', '돈키호테 하울', '일본 하울', '일본 쇼핑', '일본 여행', '여행 브이로그', '여행 유튜버', '여행 크리에이터', '여행에미치다', '딩코 트레블', '일본 쇼핑 리스트', '오키나와 여행', '일본 오키나와', '오키나와 가족여행', '가족여행']"
VLOG│친구들과 함께하는 카가와현 인생샷 여행 #Japan Kagawa Travel VLOG,2140195,2018-05-23T12:00:01Z,"['수현', '이수현', '악동뮤지션', '악뮤', '악뮤수현', '뷰티유튜버', '모찌', '모찌피치메이크업', '유튜버', '뷰티', '와이지', '컴백', '메이크업', 'akmu', 'akmusuhyun', 'suhyun', 'leesuhyun', 'kpop', 'idol', 'kbeauty', 'kstyle', 'beauty', 'beauty youtuber', 'yg', 'yg entertainment', '모찌피치', 'mochipeach', 'vlog', 'japan', 'kagawa', 'japanvlog', '브이로그', '일본브이로그', '친구여행', '여행', '여행브이로그', '친구와브이로그', '김새론', '김보라', '스킨푸드', '카가와현', '일본', '도쿄', '일본메이크업', '돈키호테', '돈키호테하울', '하울', '후지필름', '다이아몬드래쉬', '키나코모찌', '미니언즈', '다카마쓰', '미토요', '치치부가하마', '리쓰린공원', '올리브공원', '마녀배달부키키', '엔젤로드', '우유니사막', '인생샷', '인생샷여행', '여행에미치다', '다카마츠', '절친여행', 'saeron', 'bora', 'travel', 'trip', 'donkihote', 'takamatsu', 'chichibu gahama', 'Uyuni', 'BTS', '워너원', '나야나', '스카이캐슬', '혜나', 'skycastle']"
연인과의 일본 여행에서 무조건 칭찬받는 법 #스트리트푸드파이터,1608519,2018-05-14T14:40:05Z,"['백종원', '세계 음식', '도쿄', '일본', '미식', '여행', '길거리 음식', '스트리트 푸드', '먹방', '맛집', '여행 맛집', '홍콩', '청두', '방콕', 'tvN', '예능', '호르몬동', '소유진']"
백종원이 끊임없이 강아지 신음소리 남발한 JMT 쓰키지 시장투어! #스트리트푸드파이터,1279112,2018-05-14T14:42:39Z,"['백종원', '세계 음식', '도쿄', '일본', '미식', '여행', '길거리 음식', '스트리트 푸드', '먹방', '맛집', '여행 맛집', '홍콩', '청두', '방콕', 'tvN', '예능', '일본 시장', '쓰키지 시장']"
일본인이 알려주는 일본여행 주의사항에 대하여!,805733,2018-05-17T08:19:52Z,"['오사카', '일본', '오사카여행', '오사카자유여행', '일본여행', '일본자유여행', '일본여행주의사항', '일본여행시주의사항', '일본여행시주의할점', '오사카여행주의사항', '오사카여행시주의할점', '주의사항']"
풍월량 일본어 다 배워 갔으니 걱정말라구!! [첫 일본여행],48337,2018-05-06T11:06:57Z,"['생방', '녹방', '게임', '풍월량', 'lol', '하이라이트', '롤', '영상', '방송', '먹방', '스팀', '신작', '김영태', 'walkthrough', '워크쓰루', '워크스루', ""let's"", 'play', '렛츠플레이', 'steam', 'twitch', '트위치', '일본여행', '일본어공부', '일본어', '일본어 공부', '해외여행', '일본 여행', '오키나와', '도쿄', '교토', '오사카', '오사카 여행', '오키나와 여행', '아키하바라', '일본어 배우기']"
큰일 났어요! 국민이 일본 여행 지진 났어요ㅠ 300만원 없어질 상황? (슬픔주의ㅠ) ♡ 국민 육아 일상 밀착중계 놀이 vlog | 말이야와친구들 MariAndFriends,1251176,2018-06-23T23:00:01Z,"['말이야와 친구들', '국민이', '국민', '일상', '국민 여권', '지진', '밀착중계', '일본 지진', '국민 밀착중계', '아기', '말이야 집', '국민이 지진', '말이야와 친구들 집', '집소개', '국민 일상', '육아', '국민이 일상', '말이야와 친구들 일본', '국민이 일본', '말이야와 친구들 지진', '말이야 지진', '국민이 밀착중계', '끼야 아기', '말이야 일상', '해외여행', '감동', '말이야와 친구들 일상', '말이야와 친구들 여권', '말이야 아기', '클룩', '끼야 육아', 'KLOOK', '국민이 여권', '말이야와 친구들 밀착중계', '여행준비', '말이야 여권', '말이야와친구들', '말이야와 친구들 육아', '말이야 육아', '끼야 밀착중계', '육아일기', '말이야와 친구들 감동', '긴급상황', '말이야 끼야', 'MariAndFriends', '세상의 모든 재미', 'MarIDEA', '마리디아', '말이야', '끼야', '장난감', '재미', '놀이', '가족', 'children', 'fun', 'funny', 'family', 'play', 'toys', 'toy', 'おもちゃ', 'لعبة', 'mainan', 'đồ chơi']"
[EXO의 사다리 타고 세계여행 – 첸백시 일본편] 냉정한 일본여행! 아침부터 ***?,174024,2018-06-02T01:00:00Z,"['엑소', '리얼리티', 'EXO', 'EXO CBX', '첸백시', '엑소의 사다리 타고 세계여행', '세계여행', '첸', '백현', '시우민', 'CHEN', 'BAEKHYUN', 'XIUMIN', '돗토리현', 'Tottori']"
사무실에서 편의점 음식 먹고 아무말 대잔치하며 일본여행 바이브 느끼기🍜,148839,2018-06-17T05:19:36Z,"['성희', '성희 블로그', 'sunghee kim', 'sunghee vlog', '피글로그', '피글', ""pigle's vlog"", 'pigle', '한국 블로거', '한국인 브이로그', '일상 영상', '일상 블로거', '데일리 영상', 'korean vlogger', 'korean vlogs', 'daily vlogs', 'weekly vlogs', 'korean youtuber', 'sunghee wootso', 'wootso', '성희 웃소', '웃소', '웃소 편의점', '수다 일상', '집들이', '친구 집들이', '웃소 토크', '피글쇼', '웃소 개인기', '이순재 개인기', '편의점 야식', '편의점 쌀국수', '지에스 쌀국수', '지에스 도시락', '디투', '우디', '고탱']"
일본여행] 아니 이걸 왜사오냐고 ㅋㅋㅋㅋ 사온 물건 둘러보기 (180601),108479,2018-06-02T10:29:01Z,"['김도', 'kimdoe', '이택기', '김도랜드', '트위치', 'twitch', '일본', '일본여행', 'vlog', '셀카', '야외방송', '휴방', '홀로여행', '혼자여행', '휴가', '먹방', '괴식', '특이한 음식', 'mukbang', '괴물라면', '좀비라면', '좀비카레', '엽기 음식', '썰', '노가리', '일본 이야기', '여행 후기', '일본 후기', '개구기', '속박', '족쇄', '구속', '구속구', '채찍', '성인용품']"
#35 도쿄여행 vlog ✈️ | 도쿄에서 핫하다는 맛집 갔다가 일본TV에 찍힌 다정이의 도쿄여행 일상 브이로그🤣| 코엔지에서 불꽃빙수 먹기! |도쿄맛집 추천! 東京旅行！,91606,2018-06-24T08:14:50Z,"['도쿄여행', '도쿄여행 vlog', '도쿜일상', '여행 브이로그', '여행일상', '도쿄 브이로그', '도쿄', 'tokyo', '東京旅行', '東京グルメ', '도쿄맛집', '도쿄 맛집', '도쿄빙수', '아사쿠사', '키치죠지', '코엔지', '코엔지 빈티지샵', '도쿄 카페', '브이로그', '일상브이로그', '일상', '라이프스타일', '라이프', '먹방', '카페', '맛집', '일상 브이로그', 'haraxxx', 'vlog', 'lifestyle', 'cafe', 'camera', 'canon', 'canon G7xmark2', '캐논 G7xmark2', '캐논 파워샷', '조효진', '이사배', '하라', '오눅', '오딜', '소망', '마테', '오늘의하늘', '트레벨로그']"
"나홀로 도쿄 먹방여행 1편 - 튀김덮밥+멘야무사시 츠케멘+대한항공 기내식+도쿄타워! (ENG,JP SUB)",1896045,2018-07-20T09:59:57Z,"['요리의시니', 'sinicook', '시니', '일상', '먹방', '여행', '도쿄여행', '도쿄먹방여행', '먹방여행', '해외여행', '도쿄', '일본 여행', '일본 먹방 여행', '오사카 먹방 여행', '일본 츠케멘', '츠케멘 먹방', '멘야무사시 츠케멘', '도쿄 츠케멘', '튀김덮밥', '일본 덮밥 먹방', '일본 튀김덮밥 먹방', '도쿄타워', '일본 도쿄타워', '나홀로여행', '나홀로 해외여행', '나홀로 국제여행', '나홀로 국내여행', '국내여행', '국제여행', '일본', '시니 먹방', '먹방 여행', '맛집 탐방', '일본 맛집탐방', '대한항공 기내식', '대한항공']"
[일본정부관광국] 마음맞춤 일본여행 편,1726425,2018-07-04T00:46:40Z,"['일본여행', '오사카여행', '고베여행', '효고여행', '오카야마여행', '구라시키미관지구', '혼행', '감성여행', '취향저격']"
미우새 이상민의 궁슐랭가이드 일본 맛집 먹방 1편 《모았캐치 / 미운우리새끼 / 스브스캐치》,1555598,2018-07-12T01:00:00Z,"['스브스캐치', '이상민 먹방', '먹방', '미우새', '미운우리새끼', '미우새 이상민', '궁셔리 먹방', '궁슐랭', '궁슐랭가이드', '이상민 일본', '이상민 일본 포장마차', '이상민 일본 게']"
"(*Eng)일본 여행🇯🇵 가서 사요, 말아요? 인기템부터 믿거템까지 딥하게 분석 by 디렉터파이",542337,2018-07-06T09:23:19Z,"['일본화장품', '일본드럭스토어', '일본돈키호테', '다이코쿠', '마츠모토키요시', '일본니베아', '나츄리에 하또무기', '하다라보 고쿠쥰 로션', '사나 이소플라본', '미즈노텐시 수분크림', '수이사이 뷰티클리어 파우더', '키스미 마스카라', '키스미 아이라이너', 'BCL Browlash EX', '휴족시간', '엑셀 섀도', '엑셀 블러셔', '모시 마유 크림', '라쿨 파스', '에비타 뷰티 휩 소프', '스킨아']"
국민이 지진 때문에 못간 일본 여행! 결국 국내에서 호텔 수영 키즈카페 즐기고 왔어요ㅋ ♡ 국민 육아 일상 밀착중계 놀이 Vlog | 말이야와친구들 MariAndFriends,422237,2018-07-27T23:02:08Z,"['말이야와 친구들', '말이야와친구들', 'MariAndFriends', '세상의 모든 재미', 'MarIDEA', '마리디아', '말이야', '끼야', '로기', '또히', '미니', '유니', '어린이', '아이', '아이들', '키즈', '장난감', '재미', '놀이', '가족', 'kids', 'children', 'fun', 'funny', 'family', 'play', 'toys', 'youtube kids', '토이', '#toys', 'toy', 'juguete', 'Игрушка', 'brinquedo', 'おもちゃ', 'spielzeug', 'oyuncak', 'لعبة', 'mainan', 'đồ chơi', 'jouet', '국민 일상', '국민이 일상', '밀착중계', '24시간', '휴가', '호캉스', '수영', '국민 수영']"
[공포주의] 한국 유튜버가 일본 여행 중에 만난 끔찍한 장면｜빨간토마토,337508,2018-08-07T07:00:02Z,"['빨간토마토', '애니메이션', '만화', '토마토', '빨토', '상상극장', '미스터리', '미스테리', '오키나와', '휴가']"
"똘킹 - ""에렌님이랑 일본 여행 간다!!"" 또또또!! 망상 터져버린 국왕님.. - [ 트박스 ] 샌드박스 트위치 핫클립",274613,2018-08-11T01:00:03Z,"['트박스', '트위치', '핫클립', '클립', '트수', '샌드박스', '샌드박스네트워크', '박희은', '전서연', '루밍이', '악녀', '꽃핀', '초승달', '짬타수아', '개구멍', '소니쇼', '후즈', '딩셉션', '조랭몬', '빅헤드', '똘킹', '에렌디라', '우정잉', '서길룡', '아구', '연두', '연두는말안드뤄', '피유', '김블루', '루밍쨩', '피버', '피버당', '똘킹왕국', '하나나', '지라라', '강지', '옥냥이', '풍월량', '이춘향', '제갈량', '김재원', '로아', '뱅붕', '서나랑', '쌍베', '바카롱', '페뇨', 'ぺにょ']"
도쿄 지하철 및 패스 핵심 요약! 도쿄 여행을 준비하는 당신을 위해.,197404,2018-08-03T17:33:36Z,"['도쿄여행', '도쿄패스', '일본여행', '도쿄지하철', '도쿄', '도쿄서브웨이티켓', '도쿄교통패스', '파스모', '스이카']"
일본 여행 VLOG :: 산책하듯 교토 여행. 5월의 교토. Kyoto. Airbnb.,109408,2018-08-14T02:07:33Z,"['kyoto', 'travel', 'lifestyle', 'airbnb', 'japan', 'korean', '교토여행', '일본일상', '골든위크', '아이랑여행', '여행', '에어비앤비']"
이 먹방을 보고 일본여행을 결심했습니다.,47631,2018-08-01T12:47:04Z,"['먹방', 'social eating', '득털', '트딩요', '고독한 미식가', '고득한 미식가', '트위치', 'twitch', '벤쯔', '떵개떵', '트지뉴', '호나우딩요', '딩요']"
일본에서 100만원짜리 코스요리 먹었습니다 ㄷㄷㄷ [일본여행 브이로그 1부],1669054,2018-09-23T01:51:08Z,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
발가락쌤 일본에서 빈털터리 된 이유!,1390223,2018-09-17T06:00:51Z,"['발가락쌤', '일본여행', '타카하시쥬리', '디즈리랜드', '미키마우스', '도날드덕', '화산', '신데렐라', '거울마녀', '거울', '화산폭팔', '화산폭발', '퍼레이드', '규동', '편의점도시락', '일본도시락', '드래곤볼', '베지터', '손오공', '인조인간18호', '엘사', '안나', '오버워치', '트레이서', '송하나', '디바', 'akb48', '프로듀스48', '오타쿠', '두더지', '광자', '급식왕', '아이즈원', '프듀48', '규동먹방', '아키하바라', '피규어', '오타쿠여행', '미소녀', '애니매이션', '제패니매이션', '만화책', '급식']"
일본 PC방 음식 맛이...음?! [일본여행 브이로그 2부],848070,2018-09-26T07:19:17Z,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
일본여행 재밌는 썰 풉니다ㅋㅋㅋㅋㅋㅋ,335752,2018-09-07T07:51:08Z,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
일본에 여행 갈 때 조심해야 할 점 7가지(꿀팁),232664,2018-09-22T11:36:32Z,"['일본', '일본어', '일본문화', '일본인', '일본사람', '일본여자', '일본여성', '외국어', '일본어한자', '일본여행', '일본어공부', '사요', '한남일녀', '사요나라', '스시녀']"
"비행기 일등석 리뷰, 기내식 먹방 ㅋㅋ｜일본여행 마지막 편 응, 수고?",361918,2018-10-10T08:00:03Z,"['에드머', '애드머', 'edmmer', 'dpemaj', 'エドマー', '에드머 일본', '비행기', '에드머 여행', '에드머 일등석', '비행기 일등석', '일등석 리뷰', '에드머 대한항공', '대한항공 일등석', '일등석 체험', '일등석 기내식']"
하룻밤에 260만원 썼습니다...｜일본여행 제2화 : 6성급 호텔 리뷰 & 룸서비스 먹방,259916,2018-10-03T09:48:45Z,"['에드머', '애드머', 'edmmer', 'dpemaj', 'エドマー', '에드머 먹방', '에드머 일본', '에드머 호텔', '에드머 공약', '패닌슐라', '페닌슐라 도쿄', '6성급 호텔', '최고급호텔', '룸서비스 먹방', '룸서비스', '에드머 룸서비스', '일본 먹방']"
🇯🇵몸만 가면 되는 도쿄 캡슐호텔 상세 리뷰,257822,2018-10-18T08:00:01Z,"['캡슐호텔', '일본 캡슐호텔', '도쿄 캡슐호텔', '오사카 캡슐호텔', '캡슐호텔 리뷰', '캡슐호텔 후기', '일본 여행', '도쿄 여행', '일본여행 브이로그', '도쿄여행 브이로그', '일본 브이로그', '일본 여행일정', 'japan capsule hotel', 'capsule hotel japan', 'capsule hotel', '신주쿠 여행', '여행영상', '여행동영상', '룸투어']"
그 유명한 모찌롤케익 먹었습니다｜일본여행 제1화 : 로손편의점 먹방,249247,2018-10-02T08:00:02Z,"['에드머', '애드머', 'edmmer', 'dpemaj', 'エドマー', '에드머 일본', '에드머 일등석', '에드머 공약', '에드머 로손', '로손편의점', '로손 모찌롤', '모찌롤케익', '일본 로손', '에드머 편의점']"
도쿄에서 한 달 살고 싶다고? 생각 잘 해봐... I 일본 도쿄 한달살기 (상편),240748,2018-10-10T12:00:03Z,"['여행에미치다', '도쿄여행', '일본여행', '일본도쿄여행', '일본한달살기', '한달살기', '한달살이', '해외한달살기', '도쿄한달살기', '도쿄카페', '도쿄감성카페', '도쿄여행지', '도쿄여행경비', '일본여행지추천', '여행동영상', '여행VLOG', '여행블로거', '여행크리에이터']"
*5박 6일 도쿄 여행경비 2천 절반이 식비 vlog. (홀리+샒+홀동),1359094,2018-11-01T15:19:41Z,[]
[가족시트콤] 일본여행간 언니한테 영상통화해서 대리만족하기ㅋㅋㅋ 방구석에서 해외여행하는 법~,770532,2018-11-25T11:06:20Z,"['양팡', '양팡YouTube', 'YangPang', 'YangPangYouTube', '팡튜브', '양팡유튜브', '엄마앞에서리액션하는', '철구', '감스트', '엽기', '아프리카', '아프리카tv', '여캠', '보겸', '김보겸', '의자에끼인', '페북의자', '페북의자녀', '페북의자에끼인', '가족시트콤', '양팡가족', '양팡가족시트콤', '양팡언니', '양팡현실자매', '양팡현실남매', '현실남매', '현실자매', '시트콤', '가족방송', 'Gamst', '개그', '웃음', '코미디', '코메디', '브이로그', 'VLog', '먹방', '일상', '앙팡', '여행', '일본여행', '자매', '양팡 자매', '금지', '양팡 금지', '양팡 언니', '양팡 가족시트콤 언니', '아바타', '아바타여행', '양팡 하이라이트', '양팡 레전드', '양팡 금지 티격태격', '현실자매 싸움']"
일본 감성 가득한 교토 여행,308510,2018-11-15T10:25:08Z,"['#japan', '#korea', '#vlog', '#dairy', '#japanese', '#korean', 'life', '#韓国', '#東京', '#日本', '#韓国人', '#韓国女子', '#日本人', '#日本生活', '#東京生活', '#日常', '#ブログ', '#日本旅行', '#旅行', '#日本留学', '#日本就職', '#海外旅行', '#外国人', '#한국', '#일본', '#한국인', '#일본인', '#일본생활', '#일본취업', '#일본일상', '#브이로그', '#도쿄라이프', '#한국여자', '#국제연애', '#한일커플', '#먹방', '#일본어', '#한국어', '#日本語', '#韓国語', '#youtuber', '#유튜버', '교토', '교토여행', '오사카', '일본여행', '일본 감성', '일본 감성 여행', '기모노', '유카타', '기모노체험', '먹방', '일본 먹방', '일본 먹방여행', '京都', '京都旅行', '着物体験', '着物', '京都着物', '食べ歩き', '京都 食べ歩き', 'KYOTO', 'KYOTO TRIP', 'TRAVEL KYOTO', 'JAPAN KYOTO', 'KIMONO', 'YUKATA']"
일본여행가서 이건 한번 꼭 해보세요 - 대박득템 개봉기,182142,2018-11-21T04:48:14Z,"['일본', '일본여행', '쇼핑']"
오사카 여행 대중교통 안헷갈리세요? 깔끔하게 요약해드립니다.,123625,2018-11-28T13:40:37Z,"['간사이여행가이드', '오사카여행가이드', '오사카 교통패스', '간사이쓰루패스', '간사이주유패스', '엔조이에코카드', '오사카지하철', '오사카교통', '오사카', '오사카여행', '난바', '우메다', '한큐', '한신', '난카이', '하루카', 'JR']"
VLOG🇯🇵 나혼자 일본여행! 오사카 & 교토 다녀왔어요⛩🍁🍂,1008043,2018-12-05T13:46:37Z,[]
"[슈돌] 삼둥이 레전드-일본 여행을 간 삼둥이네, 새해 소망을 빌어볼까요? ㅣ KBS방송",583558,2018-12-12T06:58:19Z,"['삼둥이', '슈돌', '슈퍼맨이 돌아왔다', '일본여행', '일본', '송대한', '송민국', '송만세', '새해']"
